clade_membership	frequency	projected_frequency	optimal_projected_frequency	n_strains	observed_frequency	future_n_strains	forecast_error	absolute_forecast_error	optimal_forecast_error	optimal_absolute_forecast_error	sample	timepoint	future_timepoint	delta_month	delay_type
A.6.8.5.2.4.1.4.1	3.2e-05	1.6788119382696625e-06	0.0	1	0.0	0	-1.6788119382696625e-06	1.6788119382696625e-06	0.0	0.0	h3n2_realistic_delay	2015-07-01	2016-07-01	12.0	realistic
A.6.8.5.2.4.1.4.3	0.756794	0.959675702716375	0.8204291407082549	458	0.820429	626	-0.13924670271637507	0.13924670271637507	-1.4070825493650574e-07	1.4070825493650574e-07	h3n2_realistic_delay	2015-07-01	2016-07-01	12.0	realistic
A.6.8.5.2.4.1.4.3.1	0.756737	0.9596704061125764	0.8204291407082549	456	0.820429	626	-0.1392414061125764	0.1392414061125764	-1.4070825493650574e-07	1.4070825493650574e-07	h3n2_realistic_delay	2015-07-01	2016-07-01	12.0	realistic
A.6.8.5.2.4.1.4.3.1.10	0.040889	0.0215345515988084	0.0047200000844895	12	0.000271	1	-0.0212635515988084	0.0212635515988084	-0.0044490000844895	0.0044490000844895	h3n2_realistic_delay	2015-07-01	2016-07-01	12.0	realistic
A.6.8.5.2.4.1.4.3.1.2	0.018271	0.0178133950527331	0.0	22	0.0	0	-0.0178133950527331	0.0178133950527331	0.0	0.0	h3n2_realistic_delay	2015-07-01	2016-07-01	12.0	realistic
A.6.8.5.2.4.1.4.3.1.3	0.030688	0.00980963450802428	0.0215190015733242	20	0.0	0	-0.00980963450802428	0.00980963450802428	-0.0215190015733242	0.0215190015733242	h3n2_realistic_delay	2015-07-01	2016-07-01	12.0	realistic
A.6.8.5.2.4.1.4.3.1.4	0.027804	0.047125755783686524	0.0073310001753269	37	0.0067209999999999995	3	-0.040404755783686526	0.040404755783686526	-0.0006100001753269009	0.0006100001753269009	h3n2_realistic_delay	2015-07-01	2016-07-01	12.0	realistic
A.6.8.5.2.4.1.4.3.1.6	0.058108	0.2700222010312533	0.003975000130594501	42	0.000241	2	-0.2697812010312533	0.2697812010312533	-0.003734000130594501	0.003734000130594501	h3n2_realistic_delay	2015-07-01	2016-07-01	12.0	realistic
A.6.8.5.2.4.1.4.3.1.7	0.067771	0.037142092457929	0.05556399471970493	18	0.055324000000000005	76	0.018181907542071003	0.018181907542071003	-0.00023999471970492792	0.00023999471970492792	h3n2_realistic_delay	2015-07-01	2016-07-01	12.0	realistic
A.6.8.5.2.4.1.4.3.1.9	0.138986	0.0610926623644721	0.0014669997617602	37	0.001467	13	-0.059625662364472094	0.059625662364472094	2.3823980006658363e-10	2.3823980006658363e-10	h3n2_realistic_delay	2015-07-01	2016-07-01	12.0	realistic
A.6.8.5.2.4.1	0.9999779999999999	0.9999999999999635	0.9999729609598849	936	0.999973	899	-2.699999996347291e-05	2.699999996347291e-05	3.9040115140664966e-08	3.9040115140664966e-08	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3	0.109718	0.0844514431244972	0.14874301141389795	143	0.148743	121	0.06429155687550278	0.06429155687550278	-1.1413897965661945e-08	1.1413897965661945e-08	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3.1	2.1e-05	1.2083983085669095e-05	0.0	1	0.0	0	-1.2083983085669095e-05	1.2083983085669095e-05	0.0	0.0	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3.4.2	0.045503	0.0353585449943478	0.010567999946942797	71	0.010568000000000001	30	-0.024790544994347796	0.024790544994347796	5.305720446324713e-11	5.305720446324713e-11	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3.4.2.3.1	2.7e-05	1.5582055562555276e-05	0.0	1	0.0	0	-1.5582055562555276e-05	1.5582055562555276e-05	0.0	0.0	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3.4.2.5	0.044884	0.035025111467836406	0.010567999946942797	63	0.010568000000000001	30	-0.024457111467836405	0.024457111467836405	5.305720446324713e-11	5.305720446324713e-11	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3.4.2.5.1	0.02405	0.019631761532922478	0.0056150000891647	26	0.005615	15	-0.014016761532922478	0.014016761532922478	-8.916469992903409e-11	8.916469992903409e-11	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3.4.2.5.2	0.004162	0.003004333628484372	0.00280799981555893	12	0.0028079999999999997	4	-0.0001963336284843721	0.0001963336284843721	1.8444106962209328e-10	1.8444106962209328e-10	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3.5	0.018951	0.01552954135149	0.08569401309068767	20	0.082565	37	0.06703545864851	0.06703545864851	-0.0031290130906876656	0.0031290130906876656	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3.6	0.04445	0.03304005165843729	0.05246999837618159	48	0.04941999999999999	50	0.0163799483415627	0.0163799483415627	-0.003049998376181598	0.003049998376181598	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3.6.2	0.0032449999999999996	0.0017374182062488079	0.0007960000075399	4	0.000796	1	-0.0009414182062488078	0.0009414182062488078	-7.539899911021553e-12	7.539899911021553e-12	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3.6.3	1.2e-05	6.976279663931026e-06	0.0050769997760653	1	0.005077	2	0.0050700237203360685	0.0050700237203360685	2.2393469977649572e-10	2.2393469977649572e-10	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3.6.4	0.036598	0.02912798754669713	0.023702998510998254	31	0.020652999999999998	35	-0.008474987546697132	0.008474987546697132	-0.003049998510998256	0.003049998510998256	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.3.6.4.2	0.036336	0.0289435789771017	0.020652998569857854	27	0.020652999999999998	35	-0.008290578977101701	0.008290578977101701	1.4301421435991557e-09	1.4301421435991557e-09	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1	0.890245	0.9155423610760625	0.851229949545987	792	0.85123	778	-0.06431236107606242	0.06431236107606242	5.0454013078571336e-08	5.0454013078571336e-08	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.10	0.017612	0.014533874835997227	0.011216999882890209	23	0.007131	12	-0.0074028748359972266	0.0074028748359972266	-0.004085999882890209	0.004085999882890209	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.12.1	0.043737	0.0405286225181542	0.15566397972361265	20	0.15566399999999997	74	0.11513537748184577	0.11513537748184577	2.027638731916248e-08	2.027638731916248e-08	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.12.1.1	0.002722	0.002070602808819	0.0146349994465708	1	0.015941999999999998	8	0.013871397191180999	0.013871397191180999	0.0013070005534291974	0.0013070005534291974	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.2	0.0001	5.854136255654121e-05	0.0	2	0.0	0	-5.854136255654121e-05	5.854136255654121e-05	0.0	0.0	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.3	0.001259	0.0009685581529010543	2.8000000384054147e-05	14	2.8e-05	1	-0.0009405581529010543	0.0009405581529010543	-3.8405414712707787e-13	3.8405414712707787e-13	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.4	0.006219	0.003416176110020597	0.02324300010877755	11	0.016588	10	0.013171823889979402	0.013171823889979402	-0.006655000108777551	0.006655000108777551	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.5	0.031757	0.035742312375539	0.041117000437224896	15	0.041117	29	0.005374687624461	0.005374687624461	-4.372248951778346e-10	4.372248951778346e-10	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.6	0.030711000000000002	0.02657045461478382	0.025048996536497486	34	0.028819	28	0.0022485453852161795	0.0022485453852161795	0.003770003463502515	0.003770003463502515	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.6.1	0.018193	0.0166548518144303	0.0246489965356885	8	0.024649	19	0.007994148185569701	0.007994148185569701	3.464311500861461e-09	3.464311500861461e-09	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.7	0.218585	0.2627476499771273	0.19280999352213052	136	0.19281	178	-0.06993764997712729	0.06993764997712729	6.477869490817412e-09	6.477869490817412e-09	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.7.1	0.063631	0.0798762214933695	0.05699599781928499	34	0.052425	51	-0.027451221493369496	0.027451221493369496	-0.004570997819284987	0.004570997819284987	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.7.2	0.004227	0.0040068190324926	0.033161997766001	2	0.033162000000000004	12	0.029155180967507403	0.029155180967507403	2.233999006617804e-09	2.233999006617804e-09	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1.4.3.1.9	0.13304	0.14232273687768432	0.08235199252430771	135	0.081623	109	-0.06069973687768432	0.06069973687768432	-0.0007289925243077061	0.0007289925243077061	h3n2_no_delay	2015-10-01	2016-01-01	3.0	none
A.6.8.5.2.4.1	0.999952	0.9999999999999695	0.9999730163390204	837	0.999973	899	-2.6999999969468114e-05	2.6999999969468114e-05	-1.6339020358913103e-08	1.6339020358913103e-08	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3	0.138458	0.09962486492230875	0.14874300933297413	150	0.148743	121	0.049118135077691236	0.049118135077691236	-9.332974143516637e-09	9.332974143516637e-09	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.1	3.3e-05	2.2444958168840945e-05	0.0	1	0.0	0	-2.2444958168840945e-05	2.2444958168840945e-05	0.0	0.0	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.3	1.1e-05	6.3073761926128105e-06	0.0	1	0.0	0	-6.3073761926128105e-06	6.3073761926128105e-06	0.0	0.0	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.4.2	0.055802000000000004	0.038807155087694264	0.010567999946942797	80	0.010568000000000001	30	-0.028239155087694263	0.028239155087694263	5.305720446324713e-11	5.305720446324713e-11	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.4.2.3.1	4.3e-05	2.9272346326941822e-05	0.0	1	0.0	0	-2.9272346326941822e-05	2.9272346326941822e-05	0.0	0.0	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.4.2.5	0.054798	0.0382718237907205	0.010567999946942797	71	0.010568000000000001	30	-0.0277038237907205	0.0277038237907205	5.305720446324713e-11	5.305720446324713e-11	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.4.2.5.1	0.025596	0.01796324261281898	0.0056150000891647	25	0.005615	15	-0.01234824261281898	0.01234824261281898	-8.916469992903409e-11	8.916469992903409e-11	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.4.2.5.2	0.0066879999999999995	0.004760951308446507	0.00280799981555893	13	0.0028079999999999997	4	-0.0019529513084465076	0.0019529513084465076	1.8444106962209328e-10	1.8444106962209328e-10	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.5	0.018052000000000002	0.0142932604846029	0.08569400997657783	16	0.082565	37	0.0682717395153971	0.0682717395153971	-0.0031290099765778345	0.0031290099765778345	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.6	0.06328700000000001	0.04561676008354641	0.05246999940936759	49	0.04941999999999999	50	0.0038032399164535796	0.0038032399164535796	-0.0030499994093676	0.0030499994093676	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.6.2	0.005209	0.00268658678654445	0.0007960000075399	4	0.000796	1	-0.00189058678654445	0.00189058678654445	-7.539899911021553e-12	7.539899911021553e-12	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.6.3	4e-05	1.8472996363688615e-05	0.0050769997760653	3	0.005077	2	0.005058527003636311	0.005058527003636311	2.2393469977649572e-10	2.2393469977649572e-10	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.6.4	0.050642	0.03960127110923148	0.023702999544184256	28	0.020652999999999998	35	-0.01894827110923148	0.01894827110923148	-0.003049999544184258	0.003049999544184258	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.3.6.4.2	0.050222	0.0392989688353865	0.020652999603043856	24	0.020652999999999998	35	-0.018645968835386502	0.018645968835386502	3.969561415684275e-10	3.969561415684275e-10	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1	0.86147	0.900365527994479	0.8512300070060461	686	0.85123	778	-0.049135527994478956	0.049135527994478956	-7.006046076618588e-09	7.006046076618588e-09	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1.10	0.016368999999999998	0.013840609318196662	0.011217000232136209	22	0.007131	12	-0.006709609318196662	0.006709609318196662	-0.004086000232136209	0.004086000232136209	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1	0.040813	0.0319123352535361	0.15566400673196737	13	0.155664	74	0.1237516647464639	0.1237516647464639	-6.7319673724419715e-09	6.7319673724419715e-09	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1.2	0.000185	0.00010798381200878016	0.0	4	0.0	0	-0.00010798381200878016	0.00010798381200878016	0.0	0.0	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1.3	0.0020429999999999997	0.0015818751688263407	2.8000000384054147e-05	16	2.8e-05	1	-0.0015538751688263406	0.0015538751688263406	-3.8405414712707787e-13	3.8405414712707787e-13	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1.4	0.001324	0.000825996802379917	0.023242999526701152	12	0.016588	10	0.01576200319762008	0.01576200319762008	-0.006654999526701153	0.006654999526701153	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1.5	0.037883	0.0349922266239685	0.041117000437224896	12	0.041117	29	0.006124773376031498	0.006124773376031498	-4.372248951778346e-10	4.372248951778346e-10	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1.6	0.032009	0.02657745854212686	0.03384899695447509	35	0.028819	28	0.002241541457873142	0.002241541457873142	-0.005029996954475088	0.005029996954475088	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1.6.1	0.011861	0.0088779329053662	0.0246489960700273	4	0.024649	19	0.0157710670946338	0.0157710670946338	3.9299727014330266e-09	3.9299727014330266e-09	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1.7	0.182263	0.20596133643407297	0.19280998947669903	96	0.19281	178	-0.013151336434072958	0.013151336434072958	1.0523300980613826e-08	1.0523300980613826e-08	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1.7.1	0.058677	0.0622678665986919	0.05699599714989729	23	0.052425	51	-0.0098428665986919	0.0098428665986919	-0.004570997149897289	0.004570997149897289	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1.7.2	0.003174	0.0025721658039014	0.0002479999966453	1	0.033162000000000004	12	0.030589834196098606	0.030589834196098606	0.032914000003354704	0.032914000003354704	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1.4.3.1.9	0.144656	0.17763745416310495	0.08235199914724863	121	0.081623	109	-0.09601445416310495	0.09601445416310495	-0.000728999147248624	0.000728999147248624	h3n2_ideal_delay	2015-10-01	2016-01-01	3.0	ideal
A.6.8.5.2.4.1	0.999974	0.99999999999998	0.9999730176741611	594	0.999973	899	-2.6999999980015232e-05	2.6999999980015232e-05	-1.767416113462872e-08	1.767416113462872e-08	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3	0.192535	0.14277987614764573	0.14874300577866892	134	0.148743	121	0.005963123852354257	0.005963123852354257	-5.77866893225476e-09	5.77866893225476e-09	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.1	0.000105	7.274180649743596e-05	0.0	1	0.0	0	-7.274180649743596e-05	7.274180649743596e-05	0.0	0.0	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.3	3.4e-05	1.842627954567719e-05	0.0	1	0.0	0	-1.842627954567719e-05	1.842627954567719e-05	0.0	0.0	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.4.1	1.1e-05	5.006454296511437e-06	0.0	1	0.0	0	-5.006454296511437e-06	5.006454296511437e-06	0.0	0.0	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.4.2	0.085937	0.06448842067840246	0.010568000194325366	71	0.010568000000000001	30	-0.05392042067840246	0.05392042067840246	-1.943253648273302e-10	1.943253648273302e-10	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.4.2.3.1	0.000166	0.0001120074186033741	0.0	3	0.0	0	-0.0001120074186033741	0.0001120074186033741	0.0	0.0	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.4.2.5	0.084526	0.06383159390201071	0.010568000194325366	62	0.010568000000000001	30	-0.05326359390201071	0.05326359390201071	-1.943253648273302e-10	1.943253648273302e-10	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.4.2.5.1	0.051524	0.03975696999103805	0.0056150000891647	22	0.005615	15	-0.03414196999103805	0.03414196999103805	-8.916469992903409e-11	8.916469992903409e-11	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.4.2.5.2	0.005972	0.0046233465937186415	0.0028079999610781	13	0.0028079999999999997	4	-0.0018153465937186418	0.0018153465937186418	3.892189955750913e-11	3.892189955750913e-11	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.5	0.022236	0.0173325043172629	0.08569400696069346	9	0.082565	37	0.0652324956827371	0.0652324956827371	-0.003129006960693459	0.003129006960693459	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.6	0.08018900000000001	0.05801073278455478	0.05246999862356418	47	0.04941999999999999	50	-0.008590732784554786	0.008590732784554786	-0.0030499986235641915	0.0030499986235641915	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.6.2	0.002991	0.001991589641783002	0.0007960000075399	6	0.000796	1	-0.001195589641783002	0.001195589641783002	-7.539899911021553e-12	7.539899911021553e-12	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.6.3	0.000247	0.00013157042672869108	0.0050769997760653	11	0.005077	2	0.004945429573271309	0.004945429573271309	2.2393469977649572e-10	2.2393469977649572e-10	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.6.4	0.071923	0.0533173118637199	0.02370299832182338	17	0.020652999999999998	35	-0.0326643118637199	0.0326643118637199	-0.003049998321823382	0.003049998321823382	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.3.6.4.2	0.070578	0.0525125387199668	0.02065299838068298	12	0.020652999999999998	35	-0.0318595387199668	0.0318595387199668	1.6193170172817961e-09	1.6193170172817961e-09	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.4.3.1	0.807362	0.8571825668689965	0.8512300118954922	459	0.85123	778	-0.005952566868996478	0.005952566868996478	-1.1895492146862807e-08	1.1895492146862807e-08	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.4.3.1.10	0.01336	0.017304984680725725	0.01121699980649273	18	0.007131	12	-0.010173984680725725	0.010173984680725725	-0.00408599980649273	0.00408599980649273	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1	0.022345	0.0128240863978115	0.13389497022217245	3	0.155664	74	0.1428399136021885	0.1428399136021885	0.021769029777827548	0.021769029777827548	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.4.3.1.2	0.000614	0.000428188166325122	0.0	6	0.0	0	-0.000428188166325122	0.000428188166325122	0.0	0.0	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.4.3.1.3	0.00587	0.004994922836938585	2.8000000384054147e-05	15	2.8e-05	1	-0.004966922836938585	0.004966922836938585	-3.8405414712707787e-13	3.8405414712707787e-13	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.4.3.1.4	0.003281	0.002140203146855167	0.03114799866671085	12	0.016588	10	0.014447796853144831	0.014447796853144831	-0.01455999866671085	0.01455999866671085	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.4.3.1.5	0.018841	0.0149138621769731	0.041116995358606696	2	0.041117	29	0.0262031378230269	0.0262031378230269	4.641393304416486e-09	4.641393304416486e-09	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.4.3.1.6	0.046119	0.043916585370279426	0.0340579967305527	37	0.028819	28	-0.015097585370279425	0.015097585370279425	-0.005238996730552701	0.005238996730552701	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.4.3.1.6.1	0.012114	0.0101872856616632	0.0232799965888261	2	0.024649	19	0.0144617143383368	0.0144617143383368	0.001369003411173901	0.001369003411173901	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.4.3.1.7	0.201942	0.2549277893928609	0.2030659842785093	51	0.19281	178	-0.06211778939286092	0.06211778939286092	-0.010255984278509295	0.010255984278509295	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.4.3.1.7.1	0.05368	0.06229495248037792	0.057023995890631306	10	0.052425	51	-0.00986995248037792	0.00986995248037792	-0.004598995890631306	0.004598995890631306	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1.4.3.1.9	0.115719	0.1341925042576843	0.08235200140188655	69	0.081623	109	-0.05256950425768431	0.05256950425768431	-0.0007290014018865448	0.0007290014018865448	h3n2_realistic_delay	2015-10-01	2016-01-01	3.0	realistic
A.6.8.5.2.4.1	0.9999779999999999	0.9999999999999637	0.9999640577898367	936	0.9999640000000001	851	-3.599999996362069e-05	3.599999996362069e-05	-5.778983658277781e-08	5.778983658277781e-08	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3	0.109718	0.06120887401134144	0.14179102056368695	143	0.141791	113	0.08058212598865856	0.08058212598865856	-2.0563686947694393e-08	2.0563686947694393e-08	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3.1	2.1e-05	6.3177602867984124e-06	0.0	1	0.0	0	-6.3177602867984124e-06	6.3177602867984124e-06	0.0	0.0	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3.4.2	0.045503	0.025819318130915536	0.00022900000476511195	71	0.000229	7	-0.025590318130915536	0.025590318130915536	-4.765111943265746e-12	4.765111943265746e-12	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3.4.2.3.1	2.7e-05	8.170487200175788e-06	0.0	1	0.0	0	-8.170487200175788e-06	8.170487200175788e-06	0.0	0.0	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3.4.2.5	0.044884	0.025651023713119926	0.00022900000476511195	63	0.000229	7	-0.025422023713119926	0.025422023713119926	-4.765111943265746e-12	4.765111943265746e-12	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3.4.2.5.1	0.02405	0.015014333840872314	0.00011600000289035961	26	0.000116	4	-0.014898333840872314	0.014898333840872314	-2.890359609639126e-12	2.890359609639126e-12	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3.4.2.5.2	0.004162	0.0019935287981797684	9.000000136438757e-05	12	9e-05	2	-0.0019035287981797684	0.0019035287981797684	-1.364387566143467e-12	1.364387566143467e-12	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3.5	0.018951	0.0118614402015963	0.0998450219631195	20	0.099707	64	0.08784555979840371	0.08784555979840371	-0.00013802196311950288	0.00013802196311950288	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3.6	0.04445	0.02321934892772139	0.04171699859580232	48	0.041332999999999995	39	0.018113651072278605	0.018113651072278605	-0.0003839985958023276	0.0003839985958023276	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3.6.2	0.0032449999999999996	0.000861152523033392	0.0012630000710487	4	0.001263	2	0.000401847476966608	0.000401847476966608	-7.10486999094817e-11	7.10486999094817e-11	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3.6.3	1.2e-05	3.684925731567096e-06	0.0004370000096969	1	0.000437	2	0.0004333150742684329	0.0004333150742684329	-9.696900021231164e-12	9.696900021231164e-12	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3.6.4	0.036598	0.021414601964552714	0.0341299984138458	31	0.027013999999999996	21	0.0055993980354472825	0.0055993980354472825	-0.007115998413845803	0.007115998413845803	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.3.6.4.2	0.036336	0.0212925889318992	0.00796699966304	27	0.0033699999999999997	12	-0.0179225889318992	0.0179225889318992	-0.0045969996630400006	0.0045969996630400006	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.4.3.1	0.890245	0.9387888007600073	0.8581730372261497	792	0.858173	738	-0.0806158007600073	0.0806158007600073	-3.722614971835014e-08	3.722614971835014e-08	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
A.6.8.5.2.4.1.4.3.1.10	0.017612	0.01150695740135545	0.006375000480147691	23	0.0027679999999999996	5	-0.008738957401355451	0.008738957401355451	-0.0036070004801476915	0.0036070004801476915	h3n2_no_delay	2015-10-01	2016-04-01	6.0	none
